fact_id,time_id,region_id,segment_id,reason_id,Beginning_Customers,New_Customers,Lost_Customers,Net_Customers,Running_Total,Beginning_MRR,Expansion_MRR,Lost_MRR,Net_MRR,Running_Total_MRR,Churn_Rate,Retention_Rate,Missing_Records,Duplicate_Customers,Invalid_Churn_Records,Data_Quality_Status,Last_Updated_Date
516,12,1,6,3,4117,419,56,363,4480,12083863110.028624,1168683724.9096737,170884701.66623354,997799023.2434402,13081662133.272064,0.0136021374787466,0.9863978625212534,0,0,0,Đạt,2026-06-14
517,1,1,6,4,3569,473,124,349,3918,2174900132.925291,341272229.01420546,83199652.60897407,258072576.4052314,2432972709.3305225,0.0347436256654525,0.9652563743345476,0,0,0,Đạt,2026-06-14
518,2,1,6,4,3918,39,119,-80,3838,2432972709.3305225,26610370.045009907,69486509.72378731,-42876139.6787774,2390096569.6517453,0.0303726391015824,0.9696273608984176,0,0,0,Đạt,2026-06-14
519,3,1,6,4,3838,423,310,113,3951,2390096569.6517453,214697521.68323123,197389659.58811235,17307862.09511888,2407404431.7468643,0.0807712350182386,0.9192287649817612,0,0,0,Đạt,2026-06-14
520,4,1,6,4,3951,366,196,170,4121,2407404431.7468643,225945548.02252465,137496345.73225155,88449202.29027307,2495853634.037137,0.049607694254619,0.9503923057453808,0,0,0,Đạt,2026-06-14
521,5,1,6,4,4121,601,295,306,4427,2495853634.037137,329743694.2643488,210135758.7149037,119607935.54944506,2615461569.5865827,0.0715845668527056,0.9284154331472944,0,0,0,Đạt,2026-06-14
522,6,1,6,4,4427,221,356,-135,4292,2615461569.5865827,130781033.740669,245017578.1623316,-114236544.4216626,2501225025.16492,0.0804156313530607,0.9195843686469392,0,0,0,Đạt,2026-06-14
523,7,1,6,4,4292,549,62,487,4779,2501225025.16492,288086158.5383609,36229473.09402102,251856685.44433996,2753081710.60926,0.0144454799627213,0.9855545200372786,0,0,0,Đạt,2026-06-14
524,8,1,6,4,4779,562,448,114,4893,2753081710.60926,338226093.9309221,266409875.583732,71816218.34719011,2824897928.956449,0.0937434609750993,0.9062565390249008,0,0,0,Đạt,2026-06-14
525,9,1,6,4,4893,58,378,-320,4573,2824897928.956449,29309173.7271456,223504139.30484453,-194194965.57769892,2630702963.378751,0.0772532188841201,0.9227467811158798,0,0,0,Đạt,2026-06-14
526,10,1,6,4,4573,79,267,-188,4385,2630702963.378751,44981638.89490697,173043961.1044496,-128062322.20954265,2502640641.169208,0.0583861797507106,0.9416138202492892,0,0,0,Đạt,2026-06-14
527,11,1,6,4,4385,238,223,15,4400,2502640641.169208,166847022.0597021,123098484.97152908,43748537.08817303,2546389178.257381,0.0508551881413911,0.9491448118586088,0,0,0,Đạt,2026-06-14
528,12,1,6,4,4400,543,77,466,4866,2546389178.257381,329004334.31954163,40963787.67159635,288040546.6479453,2834429724.9053264,0.0175,0.9825,0,0,0,Đạt,2026-06-14
529,1,1,6,5,3595,479,86,393,3988,2518065031.1289134,360796237.01236826,71343928.47070545,289452308.5416628,2807517339.670576,0.0239221140472879,0.976077885952712,0,0,0,Đạt,2026-06-14
530,2,1,6,5,3988,223,87,136,4124,2807517339.670576,142111064.89429122,61830095.81090138,80280969.08338985,2887798308.753966,0.021815446339017,0.978184553660983,0,0,0,Đạt,2026-06-14
531,3,1,6,5,4124,403,235,168,4292,2887798308.753966,331926734.3888516,169730834.96252435,162195899.42632723,3049994208.180293,0.0569835111542192,0.9430164888457808,0,0,0,Đạt,2026-06-14
532,4,1,6,5,4292,235,397,-162,4130,3049994208.180293,186722486.1371468,318278560.72369665,-131556074.58654983,2918438133.593744,0.0924976700838769,0.907502329916123,0,0,0,Đạt,2026-06-14
533,5,1,6,5,4130,460,320,140,4270,2918438133.593744,277036273.313489,225547287.8232409,51488985.490248114,2969927119.0839915,0.0774818401937046,0.9225181598062954,0,0,0,Đạt,2026-06-14
534,6,1,6,5,4270,616,118,498,4768,2969927119.0839915,489252353.9661206,74255481.58369231,414996872.3824283,3384923991.46642,0.0276346604215456,0.9723653395784544,0,0,0,Đạt,2026-06-14
535,7,1,6,5,4768,585,124,461,5229,3384923991.46642,482376790.104424,69508406.68091707,412868383.42350686,3797792374.8899264,0.0260067114093959,0.973993288590604,0,0,0,Đạt,2026-06-14
536,8,1,6,5,5229,219,442,-223,5006,3797792374.8899264,126558741.6710393,332465596.37274384,-205906854.70170456,3591885520.188222,0.0845285905526869,0.9154714094473132,0,0,0,Đạt,2026-06-14
537,9,1,6,5,5006,317,344,-27,4979,3591885520.188222,211833076.66642323,256598940.21083173,-44765863.5444085,3547119656.6438136,0.0687175389532561,0.931282461046744,0,0,0,Đạt,2026-06-14
538,10,1,6,5,4979,700,353,347,5326,3547119656.6438136,531549717.7021225,237055746.10186023,294493971.60026217,3841613628.244076,0.070897770636674,0.929102229363326,0,0,0,Đạt,2026-06-14
539,11,1,6,5,5326,138,127,11,5337,3841613628.244076,98164146.79103188,84234163.65288147,13929983.138150409,3855543611.382226,0.0238452872699962,0.9761547127300038,0,0,0,Đạt,2026-06-14
540,12,1,6,5,5337,752,489,263,5600,3855543611.382226,423645197.4124303,370660234.8824326,52984962.52999771,3908528573.912224,0.0916245081506464,0.9083754918493536,0,0,0,Đạt,2026-06-14
541,1,1,6,6,2561,370,252,118,2679,6682605702.00288,1036973153.5547318,783429256.0447712,253543897.50996065,6936149599.51284,0.0983990628660679,0.901600937133932,0,0,0,Đạt,2026-06-14
542,2,1,6,6,2679,261,30,231,2910,6936149599.51284,626649046.8452992,81153974.87714632,545495071.9681529,7481644671.480993,0.0111982082866741,0.9888017917133258,0,0,0,Đạt,2026-06-14
543,3,1,6,6,2910,365,191,174,3084,7481644671.480993,1070960209.2398258,437449508.3100628,633510700.9297631,8115155372.410756,0.0656357388316151,0.9343642611683848,0,0,0,Đạt,2026-06-14
544,4,1,6,6,3084,138,94,44,3128,8115155372.410756,366535919.2534775,294063577.0741566,72472342.17932093,8187627714.590077,0.0304798962386511,0.9695201037613488,0,0,0,Đạt,2026-06-14
545,5,1,6,6,3128,127,49,78,3206,8187627714.590077,296029474.4869631,120726915.84957232,175302558.63739076,8362930273.2274685,0.0156649616368286,0.9843350383631714,0,0,0,Đạt,2026-06-14
546,6,1,6,6,3206,51,167,-116,3090,8362930273.2274685,134422311.51989096,505576239.9446264,-371153928.4247354,7991776344.802733,0.0520898315658141,0.947910168434186,0,0,0,Đạt,2026-06-14
547,7,1,6,6,3090,446,234,212,3302,7991776344.802733,1023716665.4898168,655825976.8391709,367890688.6506457,8359667033.453379,0.0757281553398058,0.9242718446601942,0,0,0,Đạt,2026-06-14
548,8,1,6,6,3302,445,115,330,3632,8359667033.453379,980412091.8674653,332154460.4708592,648257631.3966061,9007924664.849983,0.0348273773470623,0.9651726226529376,6,0,0,Cần kiểm tra,2026-06-14
549,9,1,6,6,3632,388,287,101,3733,9007924664.849983,1152399632.3392618,797872810.7946551,354526821.5446067,9362451486.394592,0.0790198237885462,0.9209801762114538,0,0,0,Đạt,2026-06-14
550,10,1,6,6,3733,268,238,30,3763,9362451486.394592,686459982.9902711,714684345.1211959,-28224362.13092482,9334227124.263668,0.0637556924725421,0.9362443075274578,0,0,0,Đạt,2026-06-14
551,11,1,6,6,3763,437,215,222,3985,9334227124.263668,1222681109.2704318,614180208.0333967,608500901.237035,9942728025.500704,0.0571352644166888,0.9428647355833112,0,0,0,Đạt,2026-06-14
552,12,1,6,6,3985,221,138,83,4068,9942728025.500704,594329393.3689451,334679528.60116935,259649864.76777577,10202377890.26848,0.0346298619824341,0.965370138017566,0,0,0,Đạt,2026-06-14
553,1,1,6,7,3527,330,142,188,3715,9876614971.878164,1012494391.7934844,472925443.01110846,539568948.7823758,10416183920.66054,0.0402608449106889,0.9597391550893112,0,0,0,Đạt,2026-06-14
554,2,1,6,7,3715,144,286,-142,3573,10416183920.66054,370588673.4436391,862769281.0869546,-492180607.6433155,9924003313.017223,0.0769851951547779,0.923014804845222,0,0,0,Đạt,2026-06-14
555,3,1,6,7,3573,111,207,-96,3477,9924003313.017223,290620867.50348675,593356144.85584,-302735277.3523532,9621268035.66487,0.0579345088161209,0.9420654911838792,0,0,0,Đạt,2026-06-14
556,4,1,6,7,3477,448,100,348,3825,9621268035.66487,1468273948.253644,268174934.91867116,1200099013.3349729,10821367048.999842,0.0287604256542996,0.9712395743457004,0,0,0,Đạt,2026-06-14
557,5,1,6,7,3825,208,62,146,3971,10821367048.999842,690816590.1528803,173977864.54330182,516838725.6095785,11338205774.60942,0.0162091503267973,0.9837908496732026,0,0,0,Đạt,2026-06-14
558,6,1,6,7,3971,102,376,-274,3697,11338205774.60942,247629490.3257101,1212489122.5730398,-964859632.2473296,10373346142.362091,0.0946864769579451,0.9053135230420548,0,0,0,Đạt,2026-06-14
559,7,1,6,7,3697,168,84,84,3781,10373346142.362091,514743448.7042402,232944933.0446032,281798515.659637,10655144658.021729,0.0227211252366783,0.9772788747633216,0,0,0,Đạt,2026-06-14
560,8,1,6,7,3781,396,291,105,3886,10655144658.021729,1227409219.1963346,856891518.4649628,370517700.73137176,11025662358.7531,0.0769637661994181,0.923036233800582,0,0,0,Đạt,2026-06-14
561,9,1,6,7,3886,56,50,6,3892,11025662358.7531,150195725.8189292,125081672.77346258,25114053.045466617,11050776411.798569,0.0128667009778692,0.9871332990221308,0,0,0,Đạt,2026-06-14
562,10,1,6,7,3892,184,261,-77,3815,11050776411.798569,563168394.4810929,715728375.8466522,-152559981.36555922,10898216430.433008,0.0670606372045221,0.9329393627954778,0,0,0,Đạt,2026-06-14
563,11,1,6,7,3815,508,65,443,4258,10898216430.433008,1240266582.0632944,210886085.9394088,1029380496.1238856,11927596926.556894,0.0170380078636959,0.982961992136304,0,0,0,Đạt,2026-06-14
564,12,1,6,7,4258,480,142,338,4596,11927596926.556894,1099082760.8263285,381094289.0441076,717988471.7822207,12645585398.339115,0.0333489901362141,0.9666510098637858,0,0,0,Đạt,2026-06-14
565,1,1,6,8,3436,436,322,114,3550,6939872487.99358,788572954.401125,568872663.5710222,219700290.8301028,7159572778.823683,0.0937136204889406,0.9062863795110594,2,6,0,Cần kiểm tra,2026-06-14
566,2,1,6,8,3550,135,246,-111,3439,7159572778.823683,285809768.62433255,466871496.177668,-181061727.5533355,6978511051.270348,0.0692957746478873,0.9307042253521128,0,0,0,Đạt,2026-06-14
567,3,1,6,8,3439,365,264,101,3540,6978511051.270348,696289346.7653074,567666256.7323886,128623090.0329188,7107134141.303267,0.0767665018900843,0.9232334981099156,0,0,0,Đạt,2026-06-14
568,4,1,6,8,3540,496,79,417,3957,7107134141.303267,1019624563.9511124,183579495.8845321,836045068.0665802,7943179209.369846,0.0223163841807909,0.977683615819209,0,0,0,Đạt,2026-06-14
569,5,1,6,8,3957,182,142,40,3997,7943179209.369846,410865450.38812464,270768010.73436,140097439.65376467,8083276649.023611,0.0358857720495324,0.9641142279504676,0,0,0,Đạt,2026-06-14
570,6,1,6,8,3997,597,55,542,4539,8083276649.023611,1366063190.5498435,89903071.44338603,1276160119.1064577,9359436768.130068,0.0137603202401801,0.98623967975982,0,0,0,Đạt,2026-06-14
571,7,1,6,8,4539,65,189,-124,4415,9359436768.130068,107877766.51097655,402653467.9593985,-294775701.448422,9064661066.681646,0.0416391275611368,0.9583608724388633,0,0,0,Đạt,2026-06-14
572,8,1,6,8,4415,245,399,-154,4261,9064661066.681646,536590307.47236735,840519276.5017582,-303928969.0293909,8760732097.652256,0.0903737259343148,0.9096262740656852,0,0,0,Đạt,2026-06-14
573,9,1,6,8,4261,68,208,-140,4121,8760732097.652256,153572177.57353556,431159298.2899458,-277587120.7164103,8483144976.935845,0.0488148321990143,0.9511851678009856,0,0,0,Đạt,2026-06-14
574,10,1,6,8,4121,202,403,-201,3920,8483144976.935845,412409244.3353233,780933718.144032,-368524473.8087087,8114620503.127136,0.0977917981072555,0.9022082018927444,0,0,0,Đạt,2026-06-14
575,11,1,6,8,3920,139,286,-147,3773,8114620503.127136,277818174.27929807,584692948.1674258,-306874773.8881277,7807745729.239009,0.0729591836734693,0.9270408163265306,0,0,0,Đạt,2026-06-14
576,12,1,6,8,3773,488,60,428,4201,7807745729.239009,814355959.1752841,130617851.69324856,683738107.4820356,8491483836.721045,0.0159024648820567,0.9840975351179432,0,0,0,Đạt,2026-06-14
577,1,1,7,1,240,31,14,17,257,1196216041.980419,133902115.8173448,63843684.19452073,70058431.62282407,1266274473.6032429,0.0583333333333333,0.9416666666666668,0,0,0,Đạt,2026-06-14
578,2,1,7,1,257,4,8,-4,253,1266274473.6032429,19533251.72440585,40839872.47628114,-21306620.751875293,1244967852.8513677,0.0311284046692607,0.9688715953307392,0,0,0,Đạt,2026-06-14
579,3,1,7,1,253,18,19,-1,252,1244967852.8513677,92700615.225315,77514089.4754158,15186525.749899194,1260154378.6012666,0.075098814229249,0.924901185770751,0,0,0,Đạt,2026-06-14
580,4,1,7,1,252,12,9,3,255,1260154378.6012666,71183782.54275791,37828857.481647246,33354925.061110668,1293509303.6623774,0.0357142857142857,0.9642857142857144,0,0,0,Đạt,2026-06-14
581,5,1,7,1,255,24,16,8,263,1293509303.6623774,111241578.02157111,67122470.42253268,44119107.59903845,1337628411.2614155,0.0627450980392156,0.9372549019607844,0,0,0,Đạt,2026-06-14
582,6,1,7,1,263,5,14,-9,254,1337628411.2614155,24377303.73065562,73563011.25378847,-49185707.523132846,1288442703.738283,0.053231939163498,0.946768060836502,0,0,0,Đạt,2026-06-14
583,7,1,7,1,254,31,6,25,279,1288442703.738283,173553403.98894995,32668712.127586685,140884691.86136326,1429327395.599646,0.0236220472440944,0.9763779527559056,0,0,0,Đạt,2026-06-14
584,8,1,7,1,279,18,13,5,284,1429327395.599646,105652369.97148515,70315884.63632967,35336485.3351555,1464663880.9348016,0.046594982078853,0.953405017921147,0,0,0,Đạt,2026-06-14
585,9,1,7,1,284,17,18,-1,283,1464663880.9348016,83942669.15904881,101651461.32154831,-17708792.162499502,1446955088.7723022,0.0633802816901408,0.9366197183098592,0,0,0,Đạt,2026-06-14
586,10,1,7,1,283,34,6,28,311,1446955088.7723022,187110685.40823853,31437660.84454538,155673024.56369317,1602628113.3359952,0.0212014134275618,0.978798586572438,0,0,0,Đạt,2026-06-14
587,11,1,7,1,311,14,10,4,315,1602628113.3359952,79707772.48551407,57133969.01241479,22573803.473099284,1625201916.8090944,0.0321543408360128,0.9678456591639872,6,0,5,Cần kiểm tra,2026-06-14
588,12,1,7,1,315,24,12,12,327,1625201916.8090944,107673843.78731436,60007802.97721961,47666040.81009474,1672867957.6191893,0.0380952380952381,0.961904761904762,0,0,0,Đạt,2026-06-14
589,1,1,7,2,315,11,19,-8,307,375861186.89043534,14696241.50722672,24122575.770630315,-9426334.263403594,366434852.6270317,0.0603174603174603,0.9396825396825396,0,0,0,Đạt,2026-06-14
590,2,1,7,2,307,22,5,17,324,366434852.6270317,22733117.234069698,5934069.588022884,16799047.646046814,383233900.27307856,0.01628664495114,0.98371335504886,0,0,0,Đạt,2026-06-14
591,3,1,7,2,324,5,17,-12,312,383233900.27307856,6111813.314820744,21895992.75332225,-15784179.438501509,367449720.8345771,0.0524691358024691,0.9475308641975309,0,0,0,Đạt,2026-06-14
592,4,1,7,2,312,25,7,18,330,367449720.8345771,34517346.02628944,7684725.327452941,26832620.698836494,394282341.5334136,0.0224358974358974,0.9775641025641024,0,0,0,Đạt,2026-06-14
593,5,1,7,2,330,46,14,32,362,394282341.5334136,56476441.53094428,16331254.00768279,40145187.52326149,434427529.0566751,0.0424242424242424,0.9575757575757576,0,0,0,Đạt,2026-06-14
594,6,1,7,2,362,5,34,-29,333,434427529.0566751,4844222.289953661,37319205.26397285,-32474982.97401919,401952546.0826559,0.0939226519337016,0.9060773480662984,0,0,0,Đạt,2026-06-14
595,7,1,7,2,333,35,6,29,362,401952546.0826559,43086286.01710998,6919402.147324249,36166883.86978573,438119429.9524416,0.018018018018018,0.981981981981982,0,0,0,Đạt,2026-06-14
596,8,1,7,2,362,15,5,10,372,438119429.9524416,17750313.26778593,6382173.350050628,11368139.9177353,449487569.8701769,0.0138121546961325,0.9861878453038674,0,0,0,Đạt,2026-06-14
597,9,1,7,2,372,52,27,25,397,449487569.8701769,54275821.93634638,38503484.98371445,15772336.952631935,465259906.82280886,0.0725806451612903,0.9274193548387096,0,0,0,Đạt,2026-06-14
598,10,1,7,2,397,37,18,19,416,465259906.82280886,42907194.98721942,25258425.532485183,17648769.45473424,482908676.2775431,0.0453400503778337,0.9546599496221664,0,0,0,Đạt,2026-06-14
599,11,1,7,2,416,45,36,9,425,482908676.2775431,58789631.55695289,49200058.11362906,9589573.443323828,492498249.720867,0.0865384615384615,0.9134615384615384,0,0,0,Đạt,2026-06-14
600,12,1,7,2,425,12,8,4,429,492498249.720867,13166476.146137642,10266645.100671388,2899831.045466253,495398080.7663332,0.0188235294117647,0.9811764705882352,0,0,0,Đạt,2026-06-14
601,1,1,7,3,382,13,28,-15,367,1550497393.3829472,49792482.841202736,114702444.32293336,-64909961.48173063,1485587431.9012165,0.0732984293193717,0.9267015706806284,0,0,0,Đạt,2026-06-14
602,2,1,7,3,367,25,29,-4,363,1485587431.9012165,87263859.97075926,103557219.58288205,-16293359.612122787,1469294072.2890935,0.0790190735694822,0.9209809264305178,0,0,0,Đạt,2026-06-14
603,3,1,7,3,363,46,16,30,393,1469294072.2890935,170899702.84969327,56113151.74646237,114786551.1032309,1584080623.3923247,0.0440771349862259,0.955922865013774,0,0,0,Đạt,2026-06-14
604,4,1,7,3,393,18,30,-12,381,1584080623.3923247,60787538.97498284,126673211.17872612,-65885672.20374328,1518194951.1885817,0.0763358778625954,0.9236641221374046,0,0,0,Đạt,2026-06-14
605,5,1,7,3,381,31,8,23,404,1518194951.1885817,124472588.01942904,26707854.072837487,97764733.94659154,1615959685.135173,0.0209973753280839,0.979002624671916,0,0,0,Đạt,2026-06-14
606,6,1,7,3,404,54,30,24,428,1615959685.135173,228387774.10508567,106559699.1389164,121828074.96616928,1737787760.1013424,0.0742574257425742,0.9257425742574258,0,0,0,Đạt,2026-06-14
607,7,1,7,3,428,22,5,17,445,1737787760.1013424,89332059.89071633,24052083.256419383,65279976.63429695,1803067736.7356396,0.0116822429906542,0.9883177570093458,0,0,0,Đạt,2026-06-14
608,8,1,7,3,445,55,7,48,493,1803067736.7356396,248766373.9198984,27188751.790143237,221577622.1297552,2024645358.8653944,0.0157303370786516,0.9842696629213484,0,0,0,Đạt,2026-06-14
609,9,1,7,3,493,52,10,42,535,2024645358.8653944,227336051.2858081,43694300.1860036,183641751.0998045,2208287109.965199,0.0202839756592292,0.9797160243407708,0,0,0,Đạt,2026-06-14
610,10,1,7,3,535,19,51,-32,503,2208287109.965199,64937079.500458896,202845202.7366672,-137908123.23620826,2070378986.7289908,0.0953271028037383,0.9046728971962616,0,0,0,Đạt,2026-06-14
611,11,1,7,3,503,71,13,58,561,2070378986.7289908,282984175.5701765,42633358.08134618,240350817.4888303,2310729804.217821,0.025844930417495,0.974155069582505,0,0,0,Đạt,2026-06-14
612,12,1,7,3,561,40,41,-1,560,2310729804.217821,162743465.14562398,145425472.2661941,17317992.879429877,2328047797.097251,0.0730837789661319,0.926916221033868,0,0,0,Đạt,2026-06-14
613,1,1,7,4,251,25,25,0,251,1118351430.618266,100702770.1505524,101833646.275105,-1130876.1245526075,1117220554.4937134,0.099601593625498,0.900398406374502,0,0,0,Đạt,2026-06-14
614,2,1,7,4,251,17,23,-6,245,1117220554.4937134,86030786.80999115,102345478.72391044,-16314691.9139193,1100905862.5797942,0.0916334661354581,0.9083665338645418,0,0,0,Đạt,2026-06-14
615,3,1,7,4,245,30,5,25,270,1100905862.5797942,156453107.23762512,18468128.82768962,137984978.4099355,1238890840.9897296,0.0204081632653061,0.979591836734694,0,0,0,Đạt,2026-06-14
616,4,1,7,4,270,31,3,28,298,1238890840.9897296,149955726.35169002,11432613.861441685,138523112.49024835,1377413953.479978,0.0111111111111111,0.9888888888888888,0,0,0,Đạt,2026-06-14
617,5,1,7,4,298,6,28,-22,276,1377413953.479978,24619219.42127657,107909805.5853743,-83290586.16409773,1294123367.3158803,0.0939597315436241,0.906040268456376,0,0,0,Đạt,2026-06-14
618,6,1,7,4,276,22,20,2,278,1294123367.3158803,83959815.59549747,92023132.84074336,-8063317.245245874,1286060050.0706344,0.072463768115942,0.927536231884058,0,0,0,Đạt,2026-06-14
619,7,1,7,4,278,36,21,15,293,1286060050.0706344,161917636.476351,111658397.29986684,50259239.17648415,1336319289.2471185,0.0755395683453237,0.9244604316546764,0,0,0,Đạt,2026-06-14
620,8,1,7,4,293,3,8,-5,288,1336319289.2471185,15800635.107501298,31721210.326466065,-15920575.218964769,1320398714.0281537,0.0273037542662116,0.9726962457337884,0,0,0,Đạt,2026-06-14
621,9,1,7,4,288,33,4,29,317,1320398714.0281537,136002245.70929337,15989356.944137674,120012888.76515567,1440411602.7933097,0.0138888888888888,0.9861111111111112,0,0,0,Đạt,2026-06-14
622,10,1,7,4,317,17,29,-12,305,1440411602.7933097,87000638.95548996,144471729.38428968,-57471090.42879972,1382940512.3645098,0.0914826498422713,0.9085173501577288,0,0,0,Đạt,2026-06-14
623,11,1,7,4,305,6,21,-15,290,1382940512.3645098,29107994.907102864,76655318.57997738,-47547323.67287451,1335393188.6916354,0.0688524590163934,0.9311475409836064,0,0,0,Đạt,2026-06-14
624,12,1,7,4,290,39,17,22,312,1335393188.6916354,205151089.9008369,69801724.56081173,135349365.34002522,1470742554.0316606,0.0586206896551724,0.9413793103448276,0,0,0,Đạt,2026-06-14
625,1,1,7,5,342,41,7,34,376,1435612735.6634262,148168519.27475172,25468178.29535219,122700340.97939952,1558313076.6428256,0.0204678362573099,0.97953216374269,3,2,0,Cần kiểm tra,2026-06-14
626,2,1,7,5,376,41,32,9,385,1558313076.6428256,149640031.3448518,107606903.5224,42033127.8224518,1600346204.4652774,0.0851063829787234,0.9148936170212766,0,0,0,Đạt,2026-06-14
627,3,1,7,5,385,9,29,-20,365,1600346204.4652774,43184813.87633713,112131097.1821656,-68946283.30582848,1531399921.1594489,0.0753246753246753,0.9246753246753248,0,0,0,Đạt,2026-06-14
628,4,1,7,5,365,44,29,15,380,1531399921.1594489,149200935.26943582,132869566.11007804,16331369.159357771,1547731290.3188066,0.0794520547945205,0.9205479452054794,0,0,0,Đạt,2026-06-14
629,5,1,7,5,380,31,17,14,394,1547731290.3188066,142684064.14715892,65847004.22149788,76837059.92566104,1624568350.2444675,0.0447368421052631,0.9552631578947368,0,0,0,Đạt,2026-06-14
630,6,1,7,5,394,58,8,50,444,1624568350.2444675,203424082.1130869,38153876.77594429,165270205.33714265,1789838555.5816104,0.0203045685279187,0.9796954314720812,0,0,0,Đạt,2026-06-14
631,7,1,7,5,444,60,17,43,487,1789838555.5816104,203462172.73350805,67937025.52626178,135525147.20724627,1925363702.7888567,0.0382882882882882,0.9617117117117118,0,0,0,Đạt,2026-06-14
632,8,1,7,5,487,23,5,18,505,1925363702.7888567,107154620.25239104,23644108.286825843,83510511.96556517,2008874214.754422,0.0102669404517453,0.9897330595482546,0,0,0,Đạt,2026-06-14
633,9,1,7,5,505,24,46,-22,483,2008874214.754422,116482380.28773364,226697798.9581492,-110215418.67041552,1898658796.0840063,0.091089108910891,0.9089108910891088,0,0,0,Đạt,2026-06-14
634,10,1,7,5,483,68,43,25,508,1898658796.0840063,255142744.29985496,202713655.0297613,52429089.27009362,1951087885.3541,0.0890269151138716,0.9109730848861284,0,0,0,Đạt,2026-06-14
635,11,1,7,5,508,26,29,-3,505,1951087885.3541,104585619.86042587,131158141.26874729,-26572521.4083214,1924515363.9457784,0.0570866141732283,0.9429133858267716,0,0,0,Đạt,2026-06-14
636,12,1,7,5,505,71,30,41,546,1924515363.9457784,352412221.7414973,141613271.00444728,210798950.73705,2135314314.682829,0.0594059405940594,0.9405940594059404,0,0,0,Đạt,2026-06-14
637,1,1,7,6,361,48,12,36,397,1637252899.0795622,224965026.94256365,61319440.24566722,163645586.69689643,1800898485.7764587,0.0332409972299169,0.9667590027700832,0,0,0,Đạt,2026-06-14
638,2,1,7,6,397,32,36,-4,393,1800898485.7764587,156202541.61464298,158621304.41752622,-2418762.8028832376,1798479722.9735756,0.0906801007556675,0.9093198992443324,0,0,0,Đạt,2026-06-14
639,3,1,7,6,393,45,20,25,418,1798479722.9735756,202833994.8442167,79466012.93319291,123367981.9110238,1921847704.8845997,0.0508905852417302,0.9491094147582696,0,0,0,Đạt,2026-06-14
640,4,1,7,6,418,13,21,-8,410,1921847704.8845997,58203398.88157248,106788179.21486512,-48584780.333292656,1873262924.5513067,0.0502392344497607,0.9497607655502392,0,0,0,Đạt,2026-06-14
641,5,1,7,6,410,29,33,-4,406,1873262924.5513067,153471777.42070478,137008171.50676742,16463605.91393736,1889726530.465244,0.0804878048780487,0.9195121951219511,0,0,0,Đạt,2026-06-14
642,6,1,7,6,406,43,11,32,438,1889726530.465244,217370728.8466997,45251675.04413839,172119053.80256134,2061845584.267805,0.0270935960591133,0.9729064039408868,0,0,0,Đạt,2026-06-14
643,7,1,7,6,438,27,14,13,451,2061845584.267805,140951169.7456706,72680988.23483631,68270181.51083428,2130115765.77864,0.0319634703196347,0.9680365296803652,0,0,0,Đạt,2026-06-14
644,8,1,7,6,451,46,26,20,471,2130115765.77864,182629945.02836812,111524590.55917808,71105354.46919008,2201221120.2478294,0.0576496674057649,0.9423503325942352,0,0,0,Đạt,2026-06-14
645,9,1,7,6,471,22,5,17,488,2201221120.2478294,116637581.51363526,18914521.829878863,97723059.6837564,2298944179.931586,0.0106157112526539,0.989384288747346,0,0,0,Đạt,2026-06-14
646,10,1,7,6,488,45,9,36,524,2298944179.931586,185177700.4725726,47944690.06790811,137233010.4046645,2436177190.3362503,0.0184426229508196,0.9815573770491804,0,0,0,Đạt,2026-06-14
647,11,1,7,6,524,56,9,47,571,2436177190.3362503,206759168.19518104,35827625.85656868,170931542.33861238,2607108732.674863,0.0171755725190839,0.982824427480916,0,0,0,Đạt,2026-06-14
648,12,1,7,6,571,56,46,10,581,2607108732.674863,254449993.83956125,202491428.5026225,51958565.3369388,2659067298.0118017,0.0805604203152364,0.9194395796847636,0,0,0,Đạt,2026-06-14
649,1,1,7,7,306,41,18,23,329,1207330047.85046,187227930.49681383,59842183.09302063,127385747.40379325,1334715795.2542534,0.0588235294117647,0.9411764705882352,0,0,0,Đạt,2026-06-14
650,2,1,7,7,329,47,29,18,347,1334715795.2542534,197056650.08112025,109847898.09655738,87208751.98456284,1421924547.2388165,0.0881458966565349,0.9118541033434652,0,0,0,Đạt,2026-06-14
651,3,1,7,7,347,44,29,15,362,1421924547.2388165,183643545.43605945,97784509.76415476,85859035.67190465,1507783582.9107208,0.0835734870317002,0.9164265129682996,0,0,0,Đạt,2026-06-14
652,4,1,7,7,362,4,30,-26,336,1507783582.9107208,14272694.432526045,105913837.67677546,-91641143.24424942,1416142439.6664715,0.0828729281767955,0.9171270718232044,0,0,0,Đạt,2026-06-14
653,5,1,7,7,336,5,26,-21,315,1416142439.6664715,18224298.37401608,95788818.52966592,-77564520.15564986,1338577919.5108216,0.0773809523809523,0.9226190476190476,0,0,0,Đạt,2026-06-14
654,6,1,7,7,315,24,21,3,318,1338577919.5108216,107428725.64990896,84873481.14747466,22555244.5024343,1361133164.0132558,0.0666666666666666,0.9333333333333332,0,0,0,Đạt,2026-06-14
655,7,1,7,7,318,20,13,7,325,1361133164.0132558,69188553.21201141,56838922.11003202,12349631.10197939,1373482795.115235,0.040880503144654,0.959119496855346,0,0,0,Đạt,2026-06-14
656,8,1,7,7,325,17,12,5,330,1373482795.115235,59081442.132620335,55580664.04468858,3500778.087931752,1376983573.203167,0.0369230769230769,0.963076923076923,0,0,0,Đạt,2026-06-14
