Month,Region,Segment,Churn_Reason,Beginning_Customers,New_Customers,Lost_Customers,Net_Customers,Running_Total,Beginning_MRR,Expansion_MRR,Lost_MRR,Net_MRR,Running_Total_MRR,Churn_Rate,Retention_Rate,Missing_Records,Duplicate_Customers,Invalid_Churn_Records,Data_Quality_Status,Last_Updated_Date
2025-08-01,Hà Nội,Gen X,Không còn nhu cầu,4570,75,100,-25,4545,10724529832.046623,175523882.413446,238733149.62398443,-63209267.21053842,10661320564.836084,0.02188183807439825,0.9781181619256017,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen X,Không còn nhu cầu,4545,660,299,361,4906,10661320564.836084,1812714726.2905486,681743975.5793396,1130970750.7112088,11792291315.547293,0.06578657865786579,0.9342134213421343,2,0,0,Cần kiểm tra,2026-06-14
2025-10-01,Hà Nội,Gen X,Không còn nhu cầu,4906,131,357,-226,4680,11792291315.547293,255649439.58166915,786298969.6033801,-530649530.02171093,11261641785.525581,0.07276803913575214,0.9272319608642479,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Gen X,Không còn nhu cầu,4680,496,403,93,4773,11261641785.525581,966548842.2159134,783699247.445582,182849594.77033138,11444491380.295914,0.08611111111111111,0.9138888888888889,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen X,Không còn nhu cầu,4773,582,420,162,4935,11444491380.295914,1255912658.861492,850713097.6240022,405199561.2374897,11849690941.533403,0.08799497171590195,0.912005028284098,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Gen X,Khác,3308,196,56,140,3448,5605966599.108069,393636048.0577332,103002775.35110062,290633272.70663255,5896599871.814702,0.016928657799274487,0.9830713422007256,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Gen X,Khác,3448,304,336,-32,3416,5896599871.814702,444865634.4638691,569943026.4773629,-125077392.01349378,5771522479.8012085,0.09744779582366589,0.9025522041763341,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Gen X,Khác,3416,131,133,-2,3414,5771522479.8012085,187130815.7982707,181845362.77435535,5285453.02391535,5776807932.825124,0.0389344262295082,0.9610655737704918,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Gen X,Khác,3414,390,67,323,3737,5776807932.825124,788142806.6009595,113214712.69528359,674928093.9056759,6451736026.7308,0.01962507322788518,0.9803749267721148,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Gen X,Khác,3737,64,47,17,3754,6451736026.7308,98772091.71912532,72702364.1891255,26069727.529999822,6477805754.260799,0.012576933369012578,0.9874230666309874,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Gen X,Khác,3754,251,155,96,3850,6477805754.260799,469907466.76220554,226371914.09679314,243535552.6654124,6721341306.926211,0.041289291422482687,0.9587107085775173,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Gen X,Khác,3850,368,105,263,4113,6721341306.926211,542991868.813131,151236587.96938205,391755280.8437489,7113096587.76996,0.02727272727272727,0.9727272727272728,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Gen X,Khác,4113,456,335,121,4234,7113096587.76996,835581777.9131837,601443760.2067385,234138017.70644522,7347234605.476406,0.08144906394359348,0.9185509360564065,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Gen X,Khác,4234,111,219,-108,4126,7347234605.476406,166930894.49211603,348411134.7511766,-181480240.25906056,7165754365.217345,0.05172413793103448,0.9482758620689655,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Gen X,Khác,4126,167,99,68,4194,7165754365.217345,297510189.49203044,156589719.62513524,140920469.8668952,7306674835.08424,0.023994183228308288,0.9760058167716917,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Gen X,Khác,4194,434,279,155,4349,7306674835.08424,815086932.4305042,395485832.08313596,419601100.34736824,7726275935.431608,0.06652360515021459,0.9334763948497854,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Gen X,Khác,4349,564,345,219,4568,7726275935.431608,942242013.0795157,531243203.4312303,410998809.6482854,8137274745.079893,0.07932858128305358,0.9206714187169465,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Phí dịch vụ cao,2133,213,183,30,2163,7915164782.074953,708057709.3898963,597478807.0691063,110578902.32078993,8025743684.395743,0.08579465541490858,0.9142053445850914,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Boomers,Phí dịch vụ cao,2163,285,30,255,2418,8025743684.395743,1035272658.7293495,99496715.59371981,935775943.1356297,8961519627.531372,0.013869625520110958,0.986130374479889,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Boomers,Phí dịch vụ cao,2418,191,202,-11,2407,8961519627.531372,685504147.5240133,733204426.8968976,-47700279.37288427,8913819348.158487,0.08354011579818031,0.9164598842018197,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Phí dịch vụ cao,2407,137,138,-1,2406,8913819348.158487,465991068.32336575,421144526.93923277,44846541.38413298,8958665889.54262,0.05733277939343581,0.9426672206065642,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Phí dịch vụ cao,2406,103,168,-65,2341,8958665889.54262,357738408.7834237,572607901.803474,-214869493.02005023,8743796396.52257,0.06982543640897755,0.9301745635910225,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Phí dịch vụ cao,2341,78,194,-116,2225,8743796396.52257,272262639.74861985,635809654.6619618,-363547014.91334194,8380249381.609228,0.08287056813327638,0.9171294318667236,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Phí dịch vụ cao,2225,51,105,-54,2171,8380249381.609228,152006607.22962007,321795005.23069435,-169788398.00107428,8210460983.608154,0.04719101123595506,0.952808988764045,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Phí dịch vụ cao,2171,214,160,54,2225,8210460983.608154,943546055.9423852,537593858.8282208,405952197.11416435,8616413180.722319,0.07369875633348687,0.9263012436665131,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Boomers,Phí dịch vụ cao,2225,244,185,59,2284,8616413180.722319,740775516.9878145,581312461.1314014,159463055.85641313,8775876236.578732,0.08314606741573034,0.9168539325842696,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Boomers,Phí dịch vụ cao,2284,263,218,45,2329,8775876236.578732,1096538625.169755,797223805.1100852,299314820.05966973,9075191056.638401,0.09544658493870403,0.9045534150612959,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Boomers,Phí dịch vụ cao,2329,78,141,-63,2266,9075191056.638401,337632425.5331498,586765166.6124389,-249132741.07928914,8826058315.559113,0.0605410047230571,0.9394589952769429,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Boomers,Phí dịch vụ cao,2266,64,38,26,2292,8826058315.559113,262858914.2656156,160950110.95158666,101908803.31402895,8927967118.873142,0.01676963812886143,0.9832303618711385,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2415,167,186,-19,2396,3874136516.283099,250800013.1017535,340491860.05374473,-89691846.95199123,3784444669.331108,0.07701863354037267,0.9229813664596274,7,0,0,Cần kiểm tra,2026-06-14
2025-02-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2396,280,173,107,2503,3784444669.331108,390753692.1073444,259817712.64617056,130935979.46117383,3915380648.792282,0.07220367278797997,0.92779632721202,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2503,260,159,101,2604,3915380648.792282,434017400.37396115,255510875.3176424,178506525.05631876,4093887173.848601,0.06352377147423093,0.9364762285257691,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2604,315,189,126,2730,4093887173.848601,573207647.5855345,320095589.8591992,253112057.72633523,4346999231.574936,0.07258064516129033,0.9274193548387096,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2730,39,195,-156,2574,4346999231.574936,64399216.86543774,301600385.804997,-237201168.93955928,4109798062.6353765,0.07142857142857142,0.9285714285714286,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2574,365,97,268,2842,4109798062.6353765,638811482.3138698,144325379.2769218,494486103.036948,4604284165.672324,0.03768453768453769,0.9623154623154623,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2842,271,192,79,2921,4604284165.672324,497739543.24916714,257613848.8493632,240125694.39980394,4844409860.072128,0.06755805770584096,0.932441942294159,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2921,63,253,-190,2731,4844409860.072128,95436351.11033036,462419895.0771626,-366983543.9668323,4477426316.105296,0.08661417322834646,0.9133858267716536,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2731,357,191,166,2897,4477426316.105296,561651547.2871716,288047197.4298905,273604349.8572811,4751030665.962577,0.06993775173928964,0.9300622482607104,9,9,0,Cần kiểm tra,2026-06-14
2025-10-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2897,177,151,26,2923,4751030665.962577,321453616.4927062,231382178.31390828,90071438.1787979,4841102104.141375,0.05212288574387297,0.9478771142561271,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2923,158,224,-66,2857,4841102104.141375,295472381.51762307,307948525.98014104,-12476144.462517977,4828625959.678857,0.0766335956209374,0.9233664043790626,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Boomers,Lãi suất không cạnh tranh,2857,137,187,-50,2807,4828625959.678857,208894119.72259194,242354744.70030576,-33460624.977713823,4795165334.701143,0.06545327266363318,0.9345467273363668,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,3854,403,72,331,4185,14208136693.472746,1604415074.2799735,260095710.97961393,1344319363.3003595,15552456056.773106,0.01868188894654904,0.981318111053451,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4185,554,239,315,4500,15552456056.773106,2072219448.6303527,811048531.0159318,1261170917.614421,16813626974.387527,0.05710872162485066,0.9428912783751493,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4500,329,199,130,4630,16813626974.387527,1337043847.433326,791611403.0975934,545432444.3357326,17359059418.72326,0.044222222222222225,0.9557777777777777,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4630,201,309,-108,4522,17359059418.72326,699607316.395545,1220963033.9937375,-521355717.59819245,16837703701.125067,0.06673866090712743,0.9332613390928726,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4522,54,406,-352,4170,16837703701.125067,190305708.6260366,1697596308.7409077,-1507290600.114871,15330413101.010197,0.08978328173374613,0.9102167182662538,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4170,390,157,233,4403,15330413101.010197,1362543425.0179162,646138097.0860991,716405327.931817,16046818428.942013,0.03764988009592326,0.9623501199040767,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4403,389,306,83,4486,16046818428.942013,1502178949.2893205,1010857107.4494615,491321841.839859,16538140270.781872,0.0694980694980695,0.9305019305019305,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4486,324,104,220,4706,16538140270.781872,1301792657.931149,429733832.9255193,872058825.0056298,17410199095.787502,0.0231832367365136,0.9768167632634864,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,4706,704,400,304,5010,17410199095.787502,2778775650.925963,1736929261.884136,1041846389.041827,18452045484.82933,0.08499787505312367,0.9150021249468763,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,5010,583,84,499,5509,18452045484.82933,1993021940.0726314,343427634.5417607,1649594305.5308707,20101639790.360203,0.016766467065868262,0.9832335329341317,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,5509,226,247,-21,5488,20101639790.360203,700955521.1533778,750742893.2173094,-49787372.063931584,20051852418.296272,0.04483572336177165,0.9551642766382283,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Boomers,Chăm sóc khách hàng kém,5488,540,154,386,5874,20051852418.296272,1694872737.3941445,517881423.91129667,1176991313.482848,21228843731.77912,0.02806122448979592,0.9719387755102041,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3172,361,282,79,3251,13131379685.873419,1673497264.2768118,941750445.2837636,731746818.9930482,13863126504.866467,0.08890290037831021,0.9110970996216898,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3251,373,81,292,3543,13863126504.866467,1567161148.2854135,393609632.7290804,1173551515.556333,15036678020.4228,0.024915410642879113,0.9750845893571208,10,0,0,Cần kiểm tra,2026-06-14
2025-03-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3543,392,227,165,3708,15036678020.4228,1512514573.9755955,959052998.8934321,553461575.0821633,15590139595.504963,0.06406999717753316,0.9359300028224669,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3708,369,211,158,3866,15590139595.504963,1752298920.5635333,725438570.420994,1026860350.1425393,16616999945.647503,0.05690399137001079,0.9430960086299892,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3866,245,380,-135,3731,16616999945.647503,1001170282.2113508,1548159698.0397394,-546989415.8283886,16070010529.819115,0.0982928091050181,0.9017071908949819,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3731,352,268,84,3815,16070010529.819115,1284677123.2213023,971880943.4090209,312796179.81228137,16382806709.631395,0.07183060841597427,0.9281693915840257,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3815,420,372,48,3863,16382806709.631395,1974288912.0426722,1800912243.5353253,173376668.50734687,16556183378.138742,0.09750982961992136,0.9024901703800786,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3863,145,341,-196,3667,16556183378.138742,546118873.0315883,1271597903.388335,-725479030.3567467,15830704347.781996,0.08827336267149884,0.9117266373285011,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3667,485,241,244,3911,15830704347.781996,1760722846.2370274,961061507.1527165,799661339.0843109,16630365686.866306,0.06572129806381238,0.9342787019361876,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3911,265,321,-56,3855,16630365686.866306,980402673.3258392,1264816081.0626013,-284413407.73676217,16345952279.129543,0.0820761953464587,0.9179238046535413,7,1,0,Cần kiểm tra,2026-06-14
2025-11-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3855,270,211,59,3914,16345952279.129543,908615567.669123,988277771.2067962,-79662203.53767312,16266290075.59187,0.054734111543450065,0.9452658884565499,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Boomers,Ứng dụng lỗi/chậm,3914,510,114,396,4310,16266290075.59187,1854345645.2521925,515248314.58577895,1339097330.6664135,17605387406.25828,0.02912621359223301,0.970873786407767,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Thủ tục rườm rà,3074,334,182,152,3226,4708012998.565112,482628185.7907968,297004809.3576761,185623376.43312073,4893636374.998233,0.05920624593363696,0.940793754066363,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Boomers,Thủ tục rườm rà,3226,295,90,205,3431,4893636374.998233,517363974.15388006,123024026.46683322,394339947.6870468,5287976322.68528,0.027898326100433975,0.972101673899566,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Boomers,Thủ tục rườm rà,3431,472,39,433,3864,5287976322.68528,798130369.2552483,69652260.00274038,728478109.2525079,6016454431.937788,0.011366948411541825,0.9886330515884582,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Thủ tục rườm rà,3864,549,151,398,4262,6016454431.937788,958410429.3090816,270910828.44104177,687499600.8680398,6703954032.805828,0.03907867494824017,0.9609213250517599,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Thủ tục rườm rà,4262,50,111,-61,4201,6703954032.805828,68557880.78415766,169900451.26433694,-101342570.48017928,6602611462.325649,0.026044110746128578,0.9739558892538714,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Thủ tục rườm rà,4201,162,202,-40,4161,6602611462.325649,273526989.376554,319898371.88642204,-46371382.509868026,6556240079.815782,0.048083789573910976,0.951916210426089,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Thủ tục rườm rà,4161,63,260,-197,3964,6556240079.815782,90245114.08226459,357168925.6511297,-266923811.56886512,6289316268.246917,0.06248497957221821,0.9375150204277818,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Thủ tục rườm rà,3964,355,347,8,3972,6289316268.246917,633278751.5062423,555276702.798923,78002048.70731926,6367318316.954236,0.08753784056508578,0.9124621594349143,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Boomers,Thủ tục rườm rà,3972,317,108,209,4181,6367318316.954236,413028465.7746821,173586494.4358966,239441971.3387855,6606760288.293021,0.027190332326283987,0.972809667673716,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Boomers,Thủ tục rườm rà,4181,499,314,185,4366,6606760288.293021,783555111.5027373,458551287.7699175,325003823.7328198,6931764112.025841,0.07510165032288926,0.9248983496771107,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Boomers,Thủ tục rườm rà,4366,254,151,103,4469,6931764112.025841,461893930.3938838,199041014.0057612,262852916.38812262,7194617028.413963,0.03458543289051764,0.9654145671094824,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Boomers,Thủ tục rườm rà,4469,207,130,77,4546,7194617028.413963,315937875.85168374,210894327.3349782,105043548.51670554,7299660576.930669,0.029089281718505257,0.9709107182814948,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2382,115,90,25,2407,5813102377.238118,290752024.4169468,220813300.32597288,69938724.09097394,5883041101.329092,0.037783375314861464,0.9622166246851386,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2407,203,218,-15,2392,5883041101.329092,432801211.12177527,496917187.79825467,-64115976.6764794,5818925124.652613,0.09056917324470296,0.9094308267552971,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2392,341,156,185,2577,5818925124.652613,837754656.6942048,389193276.6944982,448561379.9997066,6267486504.652319,0.06521739130434782,0.9347826086956522,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2577,31,212,-181,2396,6267486504.652319,75524200.42597978,576274699.5173839,-500750499.09140414,5766736005.560915,0.08226620100892511,0.9177337989910749,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2396,238,113,125,2521,5766736005.560915,639684060.0392847,316288210.2870403,323395849.7522444,6090131855.313159,0.04716193656093489,0.9528380634390651,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2521,274,207,67,2588,6090131855.313159,619589397.736159,553783492.2717096,65805905.464449406,6155937760.777609,0.08211027370091234,0.9178897262990877,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2588,327,69,258,2846,6155937760.777609,937646075.9544541,189115924.02130014,748530151.9331539,6904467912.710763,0.026661514683153014,0.973338485316847,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2846,357,168,189,3035,6904467912.710763,837972539.0793121,336756395.49762815,501216143.58168393,7405684056.292447,0.059030217849613494,0.9409697821503865,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,3035,240,144,96,3131,7405684056.292447,479302897.8097652,339213249.6366139,140089648.1731513,7545773704.465598,0.04744645799011532,0.9525535420098847,3,0,0,Cần kiểm tra,2026-06-14
2025-10-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,3131,44,249,-205,2926,7545773704.465598,91683499.3030569,500679742.57083136,-408996243.26777446,7136777461.197824,0.07952730756946662,0.9204726924305334,9,0,0,Cần kiểm tra,2026-06-14
2025-11-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2926,249,267,-18,2908,7136777461.197824,666069693.9457679,779963632.0322298,-113893938.0864619,7022883523.1113615,0.09125085440874915,0.9087491455912509,8,0,0,Cần kiểm tra,2026-06-14
2025-12-01,Hà Nội,Boomers,Đối thủ khuyến mãi tốt,2908,393,170,223,3131,7022883523.1113615,1064219205.5525063,435328733.79981166,628890471.7526946,7651773994.864056,0.05845942228335626,0.9415405777166438,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Không còn nhu cầu,3046,416,223,193,3239,1558158016.1954854,176628074.70373085,93886908.74792597,82741165.95580488,1640899182.1512902,0.0732107682206172,0.9267892317793828,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Boomers,Không còn nhu cầu,3239,378,202,176,3415,1640899182.1512902,161217606.7800766,109781786.63856561,51435820.14151098,1692335002.2928011,0.062364927446742824,0.9376350725532572,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Boomers,Không còn nhu cầu,3415,404,116,288,3703,1692335002.2928011,236957654.40207082,63259385.326915175,173698269.07515565,1866033271.3679569,0.03396778916544656,0.9660322108345535,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Không còn nhu cầu,3703,389,181,208,3911,1866033271.3679569,198411338.34016073,92020268.54420084,106391069.79595989,1972424341.1639168,0.04887928706454226,0.9511207129354577,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Không còn nhu cầu,3911,234,174,60,3971,1972424341.1639168,122685141.98774208,93849669.84301977,28835472.144722313,2001259813.308639,0.04448990028125799,0.955510099718742,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Không còn nhu cầu,3971,488,178,310,4281,2001259813.308639,239195862.3155167,86362186.02081351,152833676.2947032,2154093489.603342,0.044824981113069755,0.9551750188869302,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Không còn nhu cầu,4281,492,150,342,4623,2154093489.603342,277932574.3352411,81645286.85654174,196287287.47869933,2350380777.0820413,0.0350385423966363,0.9649614576033637,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Không còn nhu cầu,4623,641,361,280,4903,2350380777.0820413,366364025.9653007,215336323.21361145,151027702.75168923,2501408479.8337307,0.07808782176076141,0.9219121782392385,4,0,0,Cần kiểm tra,2026-06-14
2025-09-01,Hà Nội,Boomers,Không còn nhu cầu,4903,456,351,105,5008,2501408479.8337307,253529931.8087899,197664220.84867406,55865710.96011585,2557274190.7938466,0.07158882316948807,0.9284111768305119,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Boomers,Không còn nhu cầu,5008,226,456,-230,4778,2557274190.7938466,125938494.54579285,225648863.76198408,-99710369.21619123,2457563821.5776553,0.09105431309904154,0.9089456869009584,0,0,0,Đạt,2026-06-14
2025-11-01,Hà Nội,Boomers,Không còn nhu cầu,4778,115,337,-222,4556,2457563821.5776553,50938080.896811835,153590907.4024653,-102652826.50565347,2354910995.072002,0.07053160318124739,0.9294683968187526,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Boomers,Không còn nhu cầu,4556,426,72,354,4910,2354910995.072002,241255200.17475823,35186028.94516326,206069171.22959498,2560980166.301597,0.015803336259877086,0.9841966637401229,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Boomers,Khác,3003,221,234,-13,2990,7006003455.673754,540811169.4527429,537509272.328415,3301897.124327898,7009305352.798081,0.07792207792207792,0.922077922077922,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Boomers,Khác,2990,417,216,201,3191,7009305352.798081,778663271.7978427,514688122.93263984,263975148.8652029,7273280501.663284,0.07224080267558529,0.9277591973244147,0,0,0,Đạt,2026-06-14
2025-03-01,Hà Nội,Boomers,Khác,3191,96,221,-125,3066,7273280501.663284,200701992.12961,444858299.11662984,-244156306.98701984,7029124194.676265,0.06925728611720464,0.9307427138827954,0,0,0,Đạt,2026-06-14
2025-04-01,Hà Nội,Boomers,Khác,3066,165,301,-136,2930,7029124194.676265,393735250.70869,742700427.9364208,-348965177.2277308,6680159017.448534,0.09817351598173515,0.9018264840182648,0,0,0,Đạt,2026-06-14
2025-05-01,Hà Nội,Boomers,Khác,2930,278,183,95,3025,6680159017.448534,713478069.0367315,472396736.70102584,241081332.33570564,6921240349.78424,0.062457337883959047,0.937542662116041,0,0,0,Đạt,2026-06-14
2025-06-01,Hà Nội,Boomers,Khác,3025,451,237,214,3239,6921240349.78424,845998914.228349,653840803.9930732,192158110.23527575,7113398460.019516,0.07834710743801652,0.9216528925619835,0,0,0,Đạt,2026-06-14
2025-07-01,Hà Nội,Boomers,Khác,3239,124,50,74,3313,7113398460.019516,254182961.8067753,129132101.35685463,125050860.44992067,7238449320.469437,0.015436863229391787,0.9845631367706082,0,0,0,Đạt,2026-06-14
2025-08-01,Hà Nội,Boomers,Khác,3313,373,45,328,3641,7238449320.469437,962256889.9635735,124425463.59447274,837831426.3691007,8076280746.838537,0.013582855418050106,0.9864171445819498,0,0,0,Đạt,2026-06-14
2025-09-01,Hà Nội,Boomers,Khác,3641,515,181,334,3975,8076280746.838537,1095634811.7330518,396950088.47128206,698684723.2617698,8774965470.100307,0.0497116176874485,0.9502883823125515,0,0,0,Đạt,2026-06-14
2025-10-01,Hà Nội,Boomers,Khác,3975,214,251,-37,3938,8774965470.100307,529489357.86713326,701882694.8624513,-172393336.99531806,8602572133.10499,0.06314465408805031,0.9368553459119497,5,0,0,Cần kiểm tra,2026-06-14
2025-11-01,Hà Nội,Boomers,Khác,3938,425,158,267,4205,8602572133.10499,1178801334.2356248,386334757.66398036,792466576.5716444,9395038709.676634,0.04012188928390046,0.9598781107160995,0,0,0,Đạt,2026-06-14
2025-12-01,Hà Nội,Boomers,Khác,4205,190,298,-108,4097,9395038709.676634,522679928.16512865,614048012.437526,-91368084.27239734,9303670625.404236,0.0708680142687277,0.9291319857312723,0,0,0,Đạt,2026-06-14
2025-01-01,Hà Nội,Mass,Phí dịch vụ cao,3152,179,271,-92,3060,7612569575.658198,466500802.6339978,537480350.3306587,-70979547.69666088,7541590027.961537,0.08597715736040609,0.9140228426395939,0,0,0,Đạt,2026-06-14
2025-02-01,Hà Nội,Mass,Phí dịch vụ cao,3060,394,149,245,3305,7541590027.961537,875143543.3718477,358397476.96965843,516746066.4021893,8058336094.363727,0.04869281045751634,0.9513071895424836,0,0,0,Đạt,2026-06-14
